publication_id	user_id	title	description	pages	category	publication_date
1756	695	Publication 3 of alexey_ivanov_695	"Description 3 line 1
Description 3 line 2"	218	Business	2026-01-19
1757	696	Publication 1 of nikita_sidorov_696	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	640	Education	2026-01-31
1758	697	Publication 1 of nikita_smirnova_697	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	508	Education	2025-09-21
1759	697	Publication 2 of nikita_smirnova_697	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	594	History	2025-09-13
1760	698	Publication 1 of alexey_morozov_698	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	721	Business	2023-03-05
1761	698	Publication 2 of alexey_morozov_698	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	324	Education	2023-08-18
1762	698	Publication 3 of alexey_morozov_698	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	512	History	2025-01-10
1763	699	Publication 1 of nikita_volkova_699	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	227	History	2020-07-26
1764	699	Publication 2 of nikita_volkova_699	"Description 2 line 1
Description 2 line 2"	480	Education	2023-12-15
1765	699	Publication 3 of nikita_volkova_699	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	687	Education	2023-04-20
1766	700	Publication 1 of pavel_kuznetsov_700	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	532	Art	2019-06-05
1767	701	Publication 1 of anna_morozov_701	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	341	Education	2023-01-06
1768	701	Publication 2 of anna_morozov_701	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	617	Business	2024-01-09
1769	702	Publication 1 of olga_morozov_702	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	478	Art	2022-12-09
1770	702	Publication 2 of olga_morozov_702	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	127	Science	2022-07-28
1771	703	Publication 1 of pavel_ivanov_703	"Description 1 line 1
Description 1 line 2"	712	Art	2021-03-25
1772	703	Publication 2 of pavel_ivanov_703	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	350	Education	2021-03-06
1773	704	Publication 1 of nikita_sokolova_704	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	78	Education	2025-05-31
1774	705	Publication 1 of alexey_sokolova_705	"Description 1 line 1
Description 1 line 2"	536	Technology	2024-07-31
1775	705	Publication 2 of alexey_sokolova_705	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	559	Technology	2024-03-07
1776	705	Publication 3 of alexey_sokolova_705	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	70	Art	2025-06-18
1777	706	Publication 1 of maria_smirnova_706	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	763	Business	2020-03-20
1778	707	Publication 1 of pavel_ivanov_707	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	880	Technology	2025-11-06
1779	707	Publication 2 of pavel_ivanov_707	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	391	Business	2026-01-18
1780	708	Publication 1 of alexey_petrova_708	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	480	Art	2023-03-09
1781	708	Publication 2 of alexey_petrova_708	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	622	Science	2023-12-29
1782	708	Publication 3 of alexey_petrova_708	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	315	History	2024-02-04
1783	708	Publication 4 of alexey_petrova_708	"Description 4 line 1
Description 4 line 2
Description 4 line 3"	606	Business	2025-03-04
1784	709	Publication 1 of maria_smirnova_709	"Description 1 line 1
Description 1 line 2"	439	History	2025-10-21
1785	710	Publication 1 of daria_volkova_710	"Description 1 line 1
Description 1 line 2"	594	Education	2024-07-22
1786	711	Publication 1 of ivan_kuznetsov_711	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	451	History	2022-11-26
1787	711	Publication 2 of ivan_kuznetsov_711	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	362	Science	2022-04-27
1788	711	Publication 3 of ivan_kuznetsov_711	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	864	Science	2022-11-30
1789	712	Publication 1 of maria_smirnova_712	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	618	Business	2025-12-02
1790	712	Publication 2 of maria_smirnova_712	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	161	Business	2025-11-23
1791	712	Publication 3 of maria_smirnova_712	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	279	Technology	2025-08-18
1792	713	Publication 1 of olga_kuznetsov_713	"Description 1 line 1
Description 1 line 2"	733	Art	2024-03-07
1793	714	Publication 1 of ivan_volkova_714	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	610	Business	2025-05-11
1794	714	Publication 2 of ivan_volkova_714	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	389	Education	2026-01-04
1795	714	Publication 3 of ivan_volkova_714	"Description 3 line 1
Description 3 line 2"	451	Technology	2023-08-23
1796	714	Publication 4 of ivan_volkova_714	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4"	388	Science	2026-01-27
1797	715	Publication 1 of elena_volkova_715	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	599	History	2026-01-01
1798	716	Publication 1 of olga_petrova_716	"Description 1 line 1
Description 1 line 2"	282	Technology	2019-09-07
1799	716	Publication 2 of olga_petrova_716	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	63	Business	2022-06-20
1800	716	Publication 3 of olga_petrova_716	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	228	Business	2021-02-13
1801	717	Publication 1 of daria_smirnova_717	"Description 1 line 1
Description 1 line 2"	517	Education	2023-03-28
1802	718	Publication 1 of olga_petrova_718	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	453	Education	2022-08-25
1803	718	Publication 2 of olga_petrova_718	"Description 2 line 1
Description 2 line 2"	519	Technology	2024-09-17
1804	718	Publication 3 of olga_petrova_718	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	825	Art	2025-09-25
1805	718	Publication 4 of olga_petrova_718	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	145	Education	2022-12-16
1806	719	Publication 1 of daria_smirnova_719	"Description 1 line 1
Description 1 line 2"	791	Business	2024-10-23
1807	720	Publication 1 of sergey_petrova_720	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	505	Business	2022-04-29
1808	721	Publication 1 of maria_sidorov_721	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	242	Education	2025-07-30
1809	722	Publication 1 of daria_petrova_722	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	369	Business	2021-03-17
1810	722	Publication 2 of daria_petrova_722	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	140	Business	2021-07-28
1811	723	Publication 1 of pavel_smirnova_723	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	810	Art	2022-06-10
1812	723	Publication 2 of pavel_smirnova_723	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	99	Education	2022-06-04
1813	723	Publication 3 of pavel_smirnova_723	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	416	Science	2023-10-27
1814	723	Publication 4 of pavel_smirnova_723	"Description 4 line 1
Description 4 line 2
Description 4 line 3"	859	Technology	2020-06-11
1815	724	Publication 1 of sergey_petrova_724	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	734	Art	2026-01-22
1816	724	Publication 2 of sergey_petrova_724	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	781	Art	2025-06-09
1817	724	Publication 3 of sergey_petrova_724	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	155	Technology	2023-03-07
1818	725	Publication 1 of anna_kuznetsov_725	"Description 1 line 1
Description 1 line 2"	396	Technology	2021-10-16
1819	725	Publication 2 of anna_kuznetsov_725	"Description 2 line 1
Description 2 line 2"	408	Technology	2023-07-06
1820	726	Publication 1 of sergey_smirnova_726	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	244	Education	2025-08-24
1821	727	Publication 1 of alexey_volkova_727	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	244	Education	2020-08-13
1822	728	Publication 1 of nikita_morozov_728	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	651	Business	2025-12-14
1823	728	Publication 2 of nikita_morozov_728	"Description 2 line 1
Description 2 line 2"	589	Business	2021-11-23
1824	728	Publication 3 of nikita_morozov_728	"Description 3 line 1
Description 3 line 2"	600	Business	2023-06-09
1825	729	Publication 1 of elena_volkova_729	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	832	Science	2024-08-27
1826	729	Publication 2 of elena_volkova_729	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	182	History	2024-07-09
1827	729	Publication 3 of elena_volkova_729	"Description 3 line 1
Description 3 line 2"	647	Business	2024-07-31
1828	730	Publication 1 of anna_sidorov_730	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	230	Science	2023-08-24
1829	730	Publication 2 of anna_sidorov_730	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	677	History	2020-09-02
1830	731	Publication 1 of nikita_sokolova_731	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	217	Science	2024-10-09
1831	731	Publication 2 of nikita_sokolova_731	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	346	Art	2025-10-19
1832	731	Publication 3 of nikita_sokolova_731	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	196	Technology	2024-08-20
1833	732	Publication 1 of anna_petrova_732	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	17	Business	2022-07-03
1834	732	Publication 2 of anna_petrova_732	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	440	Education	2018-10-28
1835	732	Publication 3 of anna_petrova_732	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	314	Education	2023-06-21
1836	732	Publication 4 of anna_petrova_732	"Description 4 line 1
Description 4 line 2"	273	Art	2023-04-15
1837	733	Publication 1 of nikita_volkova_733	"Description 1 line 1
Description 1 line 2"	660	Education	2020-11-23
1838	733	Publication 2 of nikita_volkova_733	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	238	Art	2024-06-27
1839	734	Publication 1 of elena_sokolova_734	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	551	Technology	2022-01-04
1840	734	Publication 2 of elena_sokolova_734	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	547	Education	2023-04-12
1841	734	Publication 3 of elena_sokolova_734	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	348	Art	2024-05-13
1842	735	Publication 1 of maria_petrova_735	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	241	Education	2025-08-29
1843	735	Publication 2 of maria_petrova_735	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	239	Science	2025-03-29
1844	735	Publication 3 of maria_petrova_735	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	750	Technology	2025-09-10
1845	735	Publication 4 of maria_petrova_735	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	142	Science	2025-09-01
1846	736	Publication 1 of ivan_sokolova_736	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	889	Technology	2022-06-17
1847	736	Publication 2 of ivan_sokolova_736	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	294	Education	2021-08-03
1848	736	Publication 3 of ivan_sokolova_736	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	590	Science	2023-10-22
1849	737	Publication 1 of nikita_petrova_737	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	653	Business	2023-01-10
1850	737	Publication 2 of nikita_petrova_737	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	835	Science	2024-07-28
1851	737	Publication 3 of nikita_petrova_737	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	722	Art	2025-09-20
1852	737	Publication 4 of nikita_petrova_737	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4"	59	Technology	2023-09-26
1853	738	Publication 1 of daria_sidorov_738	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	222	Business	2021-09-15
1854	738	Publication 2 of daria_sidorov_738	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	247	Business	2020-09-23
1855	739	Publication 1 of alexey_morozov_739	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	458	Art	2019-11-22
1856	739	Publication 2 of alexey_morozov_739	"Description 2 line 1
Description 2 line 2"	168	Technology	2019-01-13
1857	739	Publication 3 of alexey_morozov_739	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	442	History	2024-04-30
1858	740	Publication 1 of olga_smirnova_740	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	26	Technology	2022-02-12
1859	740	Publication 2 of olga_smirnova_740	"Description 2 line 1
Description 2 line 2"	234	Technology	2023-03-14
1860	741	Publication 1 of anna_petrova_741	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	776	Science	2022-11-09
1861	741	Publication 2 of anna_petrova_741	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	246	Business	2023-10-09
1862	741	Publication 3 of anna_petrova_741	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	57	Technology	2026-01-22
1863	742	Publication 1 of elena_ivanov_742	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	861	Art	2023-11-02
1864	742	Publication 2 of elena_ivanov_742	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	667	Business	2025-09-08
1865	743	Publication 1 of daria_petrova_743	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	559	History	2026-01-12
1866	743	Publication 2 of daria_petrova_743	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	623	Science	2024-12-13
1867	744	Publication 1 of nikita_morozov_744	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	652	Technology	2025-05-29
1868	744	Publication 2 of nikita_morozov_744	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	535	Science	2025-04-02
1869	744	Publication 3 of nikita_morozov_744	"Description 3 line 1
Description 3 line 2"	475	Science	2024-08-24
1870	745	Publication 1 of ivan_smirnova_745	"Description 1 line 1
Description 1 line 2"	515	Science	2022-07-08
1871	746	Publication 1 of daria_kuznetsov_746	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	887	Art	2022-04-21
1872	746	Publication 2 of daria_kuznetsov_746	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	395	Business	2022-02-23
1873	747	Publication 1 of elena_morozov_747	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	524	Education	2022-06-16
1874	747	Publication 2 of elena_morozov_747	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	638	Business	2025-10-14
1875	748	Publication 1 of nikita_petrova_748	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	173	Education	2024-04-18
1876	748	Publication 2 of nikita_petrova_748	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	519	History	2025-08-31
1877	748	Publication 3 of nikita_petrova_748	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	27	History	2023-04-20
1878	748	Publication 4 of nikita_petrova_748	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4"	596	Business	2021-12-17
1879	749	Publication 1 of anna_petrova_749	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	671	History	2023-06-15
1880	750	Publication 1 of maria_sidorov_750	"Description 1 line 1
Description 1 line 2"	209	Technology	2024-09-19
1881	751	Publication 1 of alexey_ivanov_751	"Description 1 line 1
Description 1 line 2"	191	Technology	2025-01-02
1882	751	Publication 2 of alexey_ivanov_751	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	533	Business	2021-08-02
1883	752	Publication 1 of olga_morozov_752	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	278	Education	2024-12-05
1884	752	Publication 2 of olga_morozov_752	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	326	Art	2025-09-09
1885	752	Publication 3 of olga_morozov_752	"Description 3 line 1
Description 3 line 2"	823	History	2023-06-05
1886	752	Publication 4 of olga_morozov_752	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4"	804	Business	2023-09-03
1887	753	Publication 1 of daria_kuznetsov_753	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	124	Education	2020-10-12
1888	753	Publication 2 of daria_kuznetsov_753	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	716	Science	2020-11-29
1889	753	Publication 3 of daria_kuznetsov_753	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	824	Science	2019-11-04
1890	753	Publication 4 of daria_kuznetsov_753	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	167	History	2022-06-27
1891	754	Publication 1 of maria_petrova_754	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	733	Science	2021-01-17
1892	754	Publication 2 of maria_petrova_754	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	211	Business	2020-07-02
1893	755	Publication 1 of alexey_morozov_755	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	573	Business	2019-08-08
1894	755	Publication 2 of alexey_morozov_755	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	685	Education	2019-02-06
1895	755	Publication 3 of alexey_morozov_755	"Description 3 line 1
Description 3 line 2"	471	History	2025-12-08
1896	756	Publication 1 of sergey_morozov_756	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	660	Science	2025-06-29
1897	756	Publication 2 of sergey_morozov_756	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	805	Science	2025-07-01
1898	757	Publication 1 of olga_sidorov_757	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	343	Business	2021-02-01
1899	757	Publication 2 of olga_sidorov_757	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	503	History	2025-10-15
1900	758	Publication 1 of daria_volkova_758	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	488	Education	2022-11-11
1901	759	Publication 1 of sergey_petrova_759	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	728	History	2025-06-29
1902	759	Publication 2 of sergey_petrova_759	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	598	Science	2025-09-16
1903	760	Publication 1 of maria_sidorov_760	"Description 1 line 1
Description 1 line 2"	465	Art	2025-06-02
1904	760	Publication 2 of maria_sidorov_760	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	597	Education	2025-03-04
1905	760	Publication 3 of maria_sidorov_760	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	271	Education	2023-11-17
1906	761	Publication 1 of maria_morozov_761	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	221	History	2025-08-31
1907	761	Publication 2 of maria_morozov_761	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	333	Science	2025-05-13
1908	762	Publication 1 of alexey_morozov_762	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	50	History	2021-11-03
1909	763	Publication 1 of ivan_ivanov_763	"Description 1 line 1
Description 1 line 2"	347	History	2024-01-11
1910	763	Publication 2 of ivan_ivanov_763	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	24	Technology	2023-06-06
1911	763	Publication 3 of ivan_ivanov_763	"Description 3 line 1
Description 3 line 2"	705	Art	2025-01-08
1912	764	Publication 1 of daria_petrova_764	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	795	Education	2024-09-17
1913	764	Publication 2 of daria_petrova_764	"Description 2 line 1
Description 2 line 2"	524	History	2024-12-16
1914	765	Publication 1 of anna_sokolova_765	"Description 1 line 1
Description 1 line 2"	58	Technology	2023-04-13
1915	766	Publication 1 of maria_sidorov_766	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	178	Art	2026-01-12
1916	766	Publication 2 of maria_sidorov_766	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	499	Technology	2024-10-13
1917	766	Publication 3 of maria_sidorov_766	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	230	Business	2025-07-23
1918	766	Publication 4 of maria_sidorov_766	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4"	564	Art	2025-07-02
1919	767	Publication 1 of elena_smirnova_767	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	16	History	2023-06-11
1920	767	Publication 2 of elena_smirnova_767	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	233	Science	2023-05-12
1921	768	Publication 1 of ivan_ivanov_768	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	252	Business	2024-06-26
1922	768	Publication 2 of ivan_ivanov_768	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	642	Art	2021-08-06
1923	769	Publication 1 of nikita_volkova_769	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	128	Education	2023-11-30
1924	769	Publication 2 of nikita_volkova_769	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	63	Education	2023-09-15
1925	770	Publication 1 of elena_petrova_770	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	551	Business	2024-07-14
1926	770	Publication 2 of elena_petrova_770	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	131	Art	2024-09-06
1927	770	Publication 3 of elena_petrova_770	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	532	Education	2024-09-15
1928	771	Publication 1 of alexey_smirnova_771	"Description 1 line 1
Description 1 line 2"	371	Technology	2021-08-14
1929	771	Publication 2 of alexey_smirnova_771	"Description 2 line 1
Description 2 line 2"	330	Technology	2024-04-24
1930	772	Publication 1 of daria_volkova_772	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	202	Art	2025-10-18
1931	772	Publication 2 of daria_volkova_772	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	612	Science	2023-07-08
1932	773	Publication 1 of olga_kuznetsov_773	"Description 1 line 1
Description 1 line 2"	716	Science	2025-07-13
1933	773	Publication 2 of olga_kuznetsov_773	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	501	Technology	2025-03-18
1934	773	Publication 3 of olga_kuznetsov_773	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	862	Business	2025-11-11
1935	774	Publication 1 of anna_morozov_774	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	644	Business	2024-05-01
1936	774	Publication 2 of anna_morozov_774	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	346	Business	2025-07-30
1937	774	Publication 3 of anna_morozov_774	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	83	History	2025-11-05
1938	775	Publication 1 of alexey_petrova_775	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	346	Science	2024-12-09
1939	775	Publication 2 of alexey_petrova_775	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	545	Science	2025-10-13
1940	776	Publication 1 of ivan_smirnova_776	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	600	Science	2026-01-07
1941	776	Publication 2 of ivan_smirnova_776	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	863	Science	2025-12-09
1942	776	Publication 3 of ivan_smirnova_776	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	443	Education	2024-11-19
1943	776	Publication 4 of ivan_smirnova_776	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4"	772	Education	2024-03-21
1944	777	Publication 1 of sergey_ivanov_777	"Description 1 line 1
Description 1 line 2"	20	Technology	2025-05-06
1945	777	Publication 2 of sergey_ivanov_777	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	147	Business	2024-07-22
1946	778	Publication 1 of daria_ivanov_778	"Description 1 line 1
Description 1 line 2"	53	Art	2024-08-29
1947	778	Publication 2 of daria_ivanov_778	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	316	Technology	2022-05-03
1948	778	Publication 3 of daria_ivanov_778	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	723	Education	2023-10-31
1949	779	Publication 1 of olga_sokolova_779	"Description 1 line 1
Description 1 line 2"	731	Science	2023-03-08
1950	779	Publication 2 of olga_sokolova_779	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	891	History	2024-03-05
1951	779	Publication 3 of olga_sokolova_779	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	375	Art	2024-08-23
1952	779	Publication 4 of olga_sokolova_779	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	307	Technology	2021-09-23
1953	780	Publication 1 of ivan_sidorov_780	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	429	Science	2021-09-16
1954	780	Publication 2 of ivan_sidorov_780	"Description 2 line 1
Description 2 line 2"	396	Art	2022-08-12
1955	780	Publication 3 of ivan_sidorov_780	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	88	Science	2022-02-16
1956	780	Publication 4 of ivan_sidorov_780	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	341	Business	2025-09-12
